6.2676823689,4.07308977555
6.2605672066,5.03881616432
5.54335192108,4.15217627387
5.42462066842,4.09263858729
5.25997438046,4.53002377433
5.39150958744,4.30475235444
5.26591101004,3.64811438508
5.88610861505,4.22822411127
5.58875571699,4.17641234508
6.07257597985,3.69768557537
5.25593809377,6.14743527151
5.2561044223,6.13731578609
5.2520167358,6.14299663408
5.26121556824,6.14146339651
5.25650734414,6.14188202593
5.25081000148,6.14001258688
5.25738091212,6.13734915132
5.24691242545,6.13620699455
5.26585860857,6.14233029232
5.26732002348,6.13732238166
